[final],
"2","10","10000",
"6","10","10000",
"1","10","10000",
"3","10","10000",
"1","10","10000",
"4","10","10000",
"2","10","10000",
"2","10","10000",
"1","10","10000",
"2","10","10000",
"6","10","10000",
"5","10","10000",
"6","10","10000",
"8","10","10000",
"5","10","10000",
"6","10","10000",
"7","10","10000",
"8","10","10000",
"3","10","10000",
"6","10","10000",
"10","10","10000",
"7","10","10000",
"7","10","10000",
"7","10","10000",
"8","10","10000",
"6","10","10000",
"5","10","10000",
"7","10","10000",
"7","10","10000",
"7","10","10000",
"0","30","3457",
"0","30","3659",
"0","30","4028",
"0","30","4741",
"0","30","4216",
"0","30","6560",
"0","30","6687",
"0","30","3843",
"0","30","7013",
"0","30","5298",
"3","30","10000",
"1","30","10000",
"0","30","8126",
"2","30","10000",
"2","30","10000",
"3","30","10000",
"3","30","10000",
"4","30","10000",
"2","30","10000",
"3","30","10000",
"1","30","10000",
"3","30","10000",
"5","30","10000",
"1","30","10000",
"3","30","10000",
"3","30","10000",
"5","30","10000",
"4","30","10000",
"7","30","10000",
"3","30","10000",
"0","50","4343",
"0","50","2457",
"0","50","3274",
"0","50","3303",
"0","50","3906",
"0","50","6032",
"0","50","1368",
"0","50","2466",
"0","50","2556",
"0","50","1439",
"0","50","5538",
"1","50","10000",
"1","50","10000",
"0","50","9948",
"2","50","10000",
"0","50","8022",
"0","50","9437",
"0","50","5081",
"2","50","10000",
"1","50","10000",
"2","50","10000",
"2","50","10000",
"6","50","10000",
"3","50","10000",
"3","50","10000",
"0","50","7138",
"1","50","10000",
"1","50","10000",
"0","50","8964",
"2","50","10000",
"8","10","10000",
"13","10","10000",
"5","10","10000",
"6","10","10000",
"13","10","10000",
"13","10","10000",
"6","10","10000",
"8","10","10000",
"6","10","10000",
"5","10","10000",
"20","10","10000",
"17","10","10000",
"18","10","10000",
"19","10","10000",
"22","10","10000",
"18","10","10000",
"19","10","10000",
"15","10","10000",
"17","10","10000",
"20","10","10000",
"8","10","10000",
"21","10","10000",
"19","10","10000",
"24","10","10000",
"23","10","10000",
"23","10","10000",
"22","10","10000",
"24","10","10000",
"19","10","10000",
"17","10","10000",
"1","30","10000",
"0","30","3583",
"0","30","7073",
"0","30","4360",
"1","30","10000",
"0","30","6151",
"0","30","5288",
"0","30","6889",
"0","30","8006",
"0","30","6827",
"6","30","10000",
"5","30","10000",
"3","30","10000",
"7","30","10000",
"10","30","10000",
"6","30","10000",
"9","30","10000",
"9","30","10000",
"5","30","10000",
"8","30","10000",
"14","30","10000",
"12","30","10000",
"9","30","10000",
"9","30","10000",
"13","30","10000",
"6","30","10000",
"10","30","10000",
"6","30","10000",
"7","30","10000",
"14","30","10000",
"0","50","2407",
"0","50","3556",
"0","50","1913",
"0","50","1883",
"0","50","2686",
"0","50","2258",
"0","50","3400",
"0","50","7455",
"0","50","3230",
"0","50","2578",
"3","50","10000",
"4","50","10000",
"2","50","10000",
"4","50","10000",
"1","50","10000",
"0","50","7748",
"1","50","10000",
"2","50","10000",
"0","50","8268",
"0","50","9788",
"6","50","10000",
"9","50","10000",
"4","50","10000",
"4","50","10000",
"3","50","10000",
"7","50","10000",
"7","50","10000",
"8","50","10000",
"6","50","10000",
"8","50","10000",
"14","10","10000",
"14","10","10000",
"14","10","10000",
"18","10","10000",
"12","10","10000",
"11","10","10000",
"15","10","10000",
"14","10","10000",
"14","10","10000",
"15","10","10000",
"38","10","10000",
"30","10","10000",
"38","10","10000",
"28","10","10000",
"30","10","10000",
"27","10","10000",
"25","10","10000",
"28","10","10000",
"33","10","10000",
"36","10","10000",
"34","10","10000",
"26","10","10000",
"36","10","10000",
"31","10","10000",
"32","10","10000",
"35","10","10000",
"35","10","10000",
"38","10","10000",
"30","10","10000",
"26","10","10000",
"0","30","9623",
"0","30","8230",
"0","30","6739",
"0","30","3800",
"0","30","6864",
"0","30","6228",
"0","30","7747",
"0","30","8429",
"1","30","10000",
"0","30","3653",
"10","30","10000",
"9","30","10000",
"9","30","10000",
"13","30","10000",
"9","30","10000",
"12","30","10000",
"10","30","10000",
"14","30","10000",
"12","30","10000",
"4","30","10000",
"17","30","10000",
"17","30","10000",
"15","30","10000",
"20","30","10000",
"18","30","10000",
"13","30","10000",
"24","30","10000",
"21","30","10000",
"17","30","10000",
"24","30","10000",
"0","50","4966",
"0","50","2920",
"0","50","2790",
"0","50","2741",
"0","50","3598",
"0","50","4442",
"0","50","2768",
"0","50","4352",
"0","50","4292",
"0","50","5958",
"5","50","10000",
"5","50","10000",
"2","50","10000",
"2","50","10000",
"3","50","10000",
"1","50","10000",
"4","50","10000",
"5","50","10000",
"3","50","10000",
"6","50","10000",
"7","50","10000",
"8","50","10000",
"4","50","10000",
"8","50","10000",
"4","50","10000",
"9","50","10000",
"11","50","10000",
"9","50","10000",
"6","50","10000",
"13","50","10000"
