[final],
"0"|"3730"
"0"|"7558"
"0"|"5531"
"0"|"9278"
"0"|"1585"
"0"|"7797"
"1"|"5155"
"0"|"10000"
"0"|"2118"
"0"|"3883"
"0"|"773"
"0"|"2271"
"0"|"575"
"0"|"561"
"0"|"1469"
"0"|"1139"
"0"|"1543"
"0"|"796"
"0"|"1695"
"0"|"1052"
"0"|"244"
"0"|"192"
"0"|"507"
"0"|"1000"
"0"|"354"
"0"|"633"
"0"|"550"
"0"|"282"
"0"|"483"
"0"|"656"       <--
"9"|"10000"     <--
"10"|"10000"
"10"|"10000"
"9"|"10000"
"9"|"10000"
"10"|"10000"
"10"|"10000"
"10"|"10000"
"9"|"10000"
"10"|"10000"
"8"|"10000"
"4"|"10000"
"8"|"10000"
"5"|"10000"
"5"|"10000"
"3"|"10000"
"3"|"10000"
"4"|"10000"
"6"|"10000"
"4"|"10000"
"0"|"10000"  <-- Este 10000 está a mais e empurrou as 2.ª casas todas
"0"|"8961"
"0"|"3899"
"0"|"2099"
"0"|"2890"
"0"|"4416"
"0"|"8673"
"0"|"1421"
"0"|"3328"
"0"|"4484"
"10"|"6301"  <-- Este 6301 devia estar imediatamente acima
"10"|"10000"
"10"|"10000"
"10"|"10000"
"10"|"10000"
"10"|"10000"
"10"|"10000"
"10"|"10000"
"10"|"10000"
"10"|"10000"
"10"|"10000"
"10"|"10000"
"10"|"10000"
"9"|"10000"
"10"|"10000"
"10"|"10000"
"10"|"10000"
"10"|"10000"
"10"|"10000"
"10"|"10000"
"10"|"10000"
"8"|"10000"
"10"|"10000"
"10"|"10000"
"10"|"10000"
"6"|"10000"
"10"|"10000"
"9"|"10000"
"10"|"10000"
"10"|"10000"
"5"|"10000"
"0"|"10000"  <-- Este 10000 está a mais e empurrou as 2.ª casas todas
"4"|"6952"
"1"|"10000"
"0"|"10000"
"5"|"1253"
"0"|"10000"
"0"|"3104"
"0"|"7431"
"0"|"4334"
"0"|"2465"
"0"|"1636"
"0"|"952"
"0"|"2863"
"1"|"1364"
"0"|"10000"
"0"|"1137"
"0"|"980"
"0"|"788"
"0"|"2512"
"0"|"1126"
"0"|"828"
"0"|"1229"
"0"|"766"
"0"|"507"
"0"|"562"
"0"|"709"
"0"|"502"
"0"|"558"
"0"|"2022"
"30"|"417"
"29"|"10000"
"28"|"10000"
"30"|"10000"
"30"|"10000"
"29"|"10000"
"30"|"10000"
"30"|"10000"
"30"|"10000"
"30"|"10000"
"0"|"10000"
"15"|"7165"
"26"|"10000"
"3"|"10000"
"0"|"10000"
"24"|"8357"
"13"|"10000"
"7"|"10000"
"18"|"10000"
"7"|"10000"
"4"|"10000"
"0"|"10000"
"0"|"2401"
"0"|"7313"
"0"|"2284"
"0"|"3839"
"0"|"3106"
"0"|"3347"
"0"|"3814"
"0"|"1508"
"30"|"7732"
"30"|"10000"
"30"|"10000"
"30"|"10000"
"30"|"10000"
"30"|"10000"
"30"|"10000"
"30"|"10000"
"30"|"10000"
"30"|"10000"
"30"|"10000"
"30"|"10000"
"30"|"10000"
"30"|"10000"
"30"|"10000"
"30"|"10000"
"30"|"10000"
"30"|"10000"
"29"|"10000"
"30"|"10000"
"26"|"10000"
"29"|"10000"
"30"|"10000"
"29"|"10000"
"29"|"10000"
"30"|"10000"
"27"|"10000"
"25"|"10000"
"28"|"10000"
"29"|"10000"
"0"|"10000"
"0"|"6981"
"0"|"2022"
"0"|"4631"
"0"|"5940"
"0"|"6806"
"0"|"5843"
"11"|"2962"
"5"|"10000"
"1"|"10000"
"0"|"10000"
"0"|"1755"
"0"|"1598"
"0"|"1021"
"0"|"1124"
"0"|"2062"
"0"|"2128"
"0"|"2347"
"0"|"1204"
"0"|"2743"
"0"|"1043"
"0"|"581"
"0"|"1225"
"0"|"854"
"0"|"906"
"0"|"1064"
"0"|"465"
"0"|"671"
"0"|"475"
"0"|"689"
"50"|"1067"
"50"|"10000"
"50"|"10000"
"50"|"10000"
"49"|"10000"
"48"|"10000"
"50"|"10000"
"48"|"10000"
"50"|"10000"
"49"|"10000"
"47"|"10000"
"9"|"10000"
"19"|"10000"
"20"|"10000"
"46"|"10000"
"4"|"10000"
"29"|"10000"
"41"|"10000"
"25"|"10000"
"25"|"10000"
"0"|"10000"
"0"|"2504"
"0"|"8748"
"1"|"4827"
"0"|"10000"
"0"|"2832"
"0"|"1709"
"1"|"3433"
"0"|"10000"
"0"|"1460"
"50"|"3111"
"50"|"10000"
"50"|"10000"
"50"|"10000"
"50"|"10000"
"50"|"10000"
"50"|"10000"
"50"|"10000"
"50"|"10000"
"50"|"10000"
"50"|"10000"
"50"|"10000"
"50"|"10000"
"50"|"10000"
"50"|"10000"
"50"|"10000"
"50"|"10000"
"49"|"10000"
"50"|"10000"
"50"|"10000"
"50"|"10000"
"49"|"10000"
"45"|"10000"
"45"|"10000"
"50"|"10000"
"48"|"10000"
"48"|"10000"
"49"|"10000"
"49"|"10000"
"49"|"10000"
